Date,Open,High,Low,Close,Volume
12-Dec-08,147.71,158.08,146.85,157.72,-
15-Dec-08,156.85,159.09,152.4,155.18,-
16-Dec-08,157.1,164.59,155.48,162.48,-
17-Dec-08,159.16,160.9,156.05,157.46,-
18-Dec-08,158.19,160.01,154.4,154.98,-
19-Dec-08,155.34,158.74,154.35,154.93,-
22-Dec-08,154.13,154.6,145.17,148.41,-
23-Dec-08,150.06,151.5,148.19,148.86,-
24-Dec-08,150.59,153.02,149.04,151.32,-
26-Dec-08,151.88,152.48,149.01,150.03,-
29-Dec-08,149.96,150.54,145.64,148.56,-
30-Dec-08,150.25,153.25,149.21,151.4,-
31-Dec-08,151.95,155.34,151.15,153.67,-
02-Jan-09,154.15,160.75,152.6,160.5,-
05-Jan-09,160.34,165.45,157.34,163.86,-
06-Jan-09,166.32,170.23,163.03,166.86,-
07-Jan-09,164,165.29,159.22,160.84,-
08-Jan-09,158.98,162.43,158.51,162.43,-
09-Jan-09,163.59,163.59,156.54,157.38,-
12-Jan-09,158,159.32,154.96,156.19,-
13-Jan-09,155.73,160.14,155.04,157,-
14-Jan-09,154.84,156.74,148.73,150.33,-
15-Jan-09,148.64,151.64,143.25,149.35,-
16-Jan-09,152.36,153.97,147.7,149.69,-
20-Jan-09,149.42,149.6,141.23,141.23,-
21-Jan-09,144.03,151.6,144.03,151.39,-
22-Jan-09,148.87,154.52,147.43,153.1,-
23-Jan-09,154.48,165.81,151.96,162.19,-
26-Jan-09,162.26,163.84,160.12,161.77,-
27-Jan-09,163.06,166.77,161.97,165.57,-
28-Jan-09,168.82,175.99,167.99,174.16,-
29-Jan-09,172.1,172.35,169.88,171.49,-
30-Jan-09,172.17,174.23,167.83,169.1,-
02-Feb-09,166.98,172.33,165.83,170.11,-
03-Feb-09,171.11,171.33,166.75,170.05,-
04-Feb-09,169.86,177.04,169.42,171.33,-
05-Feb-09,170.28,177.51,168.33,176.68,-
06-Feb-09,178.05,186.72,177.54,185.45,-
09-Feb-09,185.45,190.31,183.47,189.2,-
10-Feb-09,187.8,188.56,178.77,179.08,-
11-Feb-09,179.3,182.32,176.32,178.84,-
12-Feb-09,176.4,181.63,175.56,181.34,-
13-Feb-09,180.91,181.31,177.44,178.66,-
17-Feb-09,173.08,173.37,169.68,171.16,-
18-Feb-09,173.45,176.51,170.09,176.38,-
19-Feb-09,178.56,179.72,170.53,171.15,-
20-Feb-09,168.86,174.29,167.33,173.05,-
23-Feb-09,173.33,174.73,164.61,164.86,-
24-Feb-09,165.34,174.64,165.28,172.55,-
25-Feb-09,170.9,175.97,169.29,170.65,-
26-Feb-09,172.81,176.07,168.41,168.42,-
27-Feb-09,166.31,171.74,165.39,168.83,-
02-Mar-09,166.5,170.18,162.84,163.42,-
03-Mar-09,164.87,166.68,161.01,162.58,-
04-Mar-09,161.42,164.34,157.53,159.3,-
05-Mar-09,158.08,159.38,151.17,152.67,-
06-Mar-09,153.46,154.94,146.98,154.13,-
09-Mar-09,149.84,153.13,144.58,145.3,-
10-Mar-09,148.98,155.09,146.98,153.93,-
11-Mar-09,154.89,159.84,152.7,158.8,-
12-Mar-09,158.61,162.34,156.67,161.6,-
13-Mar-09,162.89,163.57,159.36,162.05,-
16-Mar-09,162.83,164.7,159.14,159.69,-
17-Mar-09,159.93,167.5,159.39,167.5,-
18-Mar-09,167.24,169.83,163.86,166.38,-
19-Mar-09,165.67,167.83,163.53,164.81,-
20-Mar-09,164.98,166.33,163.01,164.91,-
23-Mar-09,166.61,174.55,166.35,174.13,-
24-Mar-09,173.08,176.74,171.83,173.41,-
25-Mar-09,175.02,175.49,167.96,171.86,-
26-Mar-09,176.39,179.4,174.08,176.47,-
27-Mar-09,174.82,175.82,172.56,173.68,-
30-Mar-09,171.1,171.73,167.86,171.17,-
31-Mar-09,174.29,176.58,172.92,173.86,-
01-Apr-09,171.72,177.44,170.13,176.87,-
02-Apr-09,181.47,184.7,179.98,181.07,-
03-Apr-09,182.07,185.67,178.82,184.71,-
06-Apr-09,183.32,184.73,180.52,183.94,-
07-Apr-09,181.12,181.69,177.48,179.15,-
08-Apr-09,181.57,182.32,177.93,180.82,-
09-Apr-09,184.57,186.99,182.94,186.06,-
13-Apr-09,185.48,189.36,184.96,188.87,-
14-Apr-09,188.28,188.31,182.62,184.27,-
15-Apr-09,183.37,190.34,181.9,189.56,-
16-Apr-09,190.56,196.25,190.32,194.18,-
17-Apr-09,192.82,199.71,192.21,195.92,-
20-Apr-09,192.88,195.13,187.76,189.46,-
21-Apr-09,187.9,191.96,187.86,190.54,-
22-Apr-09,190.68,194.8,189.32,191.74,-
23-Apr-09,193.56,194.68,190.36,192.15,-
24-Apr-09,192.83,196.39,190.06,194.55,-
27-Apr-09,191.98,194.55,191.18,192.78,-
28-Apr-09,191.68,194.33,190.58,191.66,-
29-Apr-09,192.79,197.29,192.72,195.54,-
30-Apr-09,197.68,201.67,197.2,197.79,-
01-May-09,197.32,198.6,195.58,196.65,-
04-May-09,198.89,201,197.2,200.79,-
05-May-09,199.79,202.3,198.43,201.29,-
06-May-09,203.19,203.94,200.3,201.53,-
07-May-09,201.85,202.29,196.05,198.11,-
08-May-09,201.22,204.86,197.3,203.46,-
11-May-09,201.2,205.79,200.4,203.79,-
12-May-09,204.8,205.29,197.36,199.31,-
13-May-09,196.85,198,193.98,194.58,-
14-May-09,194.21,195.91,192.15,193.56,-
15-May-09,195.35,196.86,194.35,194.8,-
18-May-09,197.17,198.46,192.51,198.22,-
19-May-09,197.85,200.62,196.3,199.24,-
20-May-09,200.84,202.63,197.3,198.39,-
21-May-09,197.95,201.22,196.72,198.05,-
22-May-09,198.13,199.13,195.8,196.55,-
26-May-09,195.78,202.3,194.8,201.98,-
27-May-09,202.62,205.72,202.2,202.58,-
28-May-09,204.14,205.6,202.1,204.99,-
29-May-09,205.85,208.41,205.14,208.41,-
01-Jun-09,209.16,214.59,209.06,213.07,-
02-Jun-09,212.91,214.77,211.49,213.99,-
03-Jun-09,212.79,216.02,211.79,215.61,-
04-Jun-09,217.43,220.4,217.03,219.92,-
05-Jun-09,222.31,223.45,219.51,221.94,-
08-Jun-09,219.53,220.24,216.84,219.17,-
09-Jun-09,219.07,220.03,215.66,217.59,-
10-Jun-09,217.9,218.73,213.12,216.08,-
11-Jun-09,215.67,216.65,213.97,214.29,-
12-Jun-09,213.22,213.64,210.39,212.21,-
15-Jun-09,210.54,210.54,206.79,208.18,-
16-Jun-09,209.45,210.33,207.5,207.79,-
17-Jun-09,207.89,209.65,205.57,207.37,-
18-Jun-09,207.63,209.14,206.29,206.82,-
19-Jun-09,208.9,210.02,207.08,209.83,-
22-Jun-09,208.27,208.54,200.74,203.47,-
23-Jun-09,203.12,204.29,201.07,202.64,-
24-Jun-09,204.17,205.91,203.08,204.44,-
25-Jun-09,203.3,207.74,203.05,207.68,-
26-Jun-09,206.63,213.9,206.35,212.45,-
29-Jun-09,212.79,213.69,210.91,211.86,-
30-Jun-09,211.79,213.39,208.9,210.58,-
01-Jul-09,211.89,212.99,208.87,209.29,-
02-Jul-09,207.5,207.5,203.2,204.04,-
06-Jul-09,203.05,205.11,200.63,204.6,-
07-Jul-09,203.92,204.39,197.79,198.12,-
08-Jul-09,199.8,202.8,198.83,201.04,-
09-Jul-09,202.86,207.02,202.7,204.99,-
10-Jul-09,204.58,208.48,204.15,206.99,-
13-Jul-09,207.88,212.05,207.38,211.94,-
14-Jul-09,211.64,213.15,210.22,212.13,-
15-Jul-09,214.62,219.12,214.03,218.87,-
16-Jul-09,218.12,222.65,216.83,221.08,-
17-Jul-09,216.28,217.52,213.14,214.91,-
20-Jul-09,214.73,216.21,212.91,214.87,-
21-Jul-09,215.25,215.73,212.65,213.74,-
22-Jul-09,213.79,214.88,211.54,213.63,-
23-Jul-09,214.13,220.38,212.54,218.45,-
24-Jul-09,217.69,225.02,217.28,223.14,-
27-Jul-09,222.8,223.15,218.59,222.18,-
28-Jul-09,220.28,221.18,217.83,219.71,-
29-Jul-09,218.4,218.68,215.73,217.9,-
30-Jul-09,221.08,225.51,221.08,222.6,-
31-Jul-09,224.77,226.12,220.99,221.3,-
03-Aug-09,224.15,226.72,223.6,225.88,-
04-Aug-09,224.46,226.77,223.99,226.64,-
05-Aug-09,227.77,228.23,223.72,225.34,-
06-Aug-09,226.92,227.21,224.04,224.95,-
07-Aug-09,227.61,229.48,227.27,228.32,-
10-Aug-09,227.34,228.98,226.67,228.08,-
11-Aug-09,226.61,228.39,225.96,226.74,-
12-Aug-09,227.48,230.64,227.23,229.06,-
13-Aug-09,230.84,232.13,229.23,230.91,-
14-Aug-09,231.16,231.36,228.22,229.77,-
17-Aug-09,225.52,225.77,221.34,222.22,-
18-Aug-09,222.33,223.63,220.94,222.42,-
19-Aug-09,219.78,222.28,219.06,221.76,-
20-Aug-09,225.77,230.86,225.39,229.97,-
21-Aug-09,232.54,232.81,231.09,232.39,-
24-Aug-09,233.44,234.81,231.98,234.13,-
25-Aug-09,234.33,236.94,234.13,235.45,-
26-Aug-09,236.14,236.26,233.12,233.77,-
27-Aug-09,234.06,234.06,230.13,232.8,-
28-Aug-09,234.4,235.95,231.46,232.14,-
31-Aug-09,229.67,230.7,228.77,230.6,-
01-Sep-09,229.61,233.18,226.98,227.65,-
02-Sep-09,227.68,228.94,226.07,226.28,-
03-Sep-09,227.68,228.9,227.27,228.53,-
04-Sep-09,228.56,231.07,227.66,230.42,-
08-Sep-09,231.91,233.26,227.69,229.08,-
09-Sep-09,229.3,232.9,229.17,231.75,-
10-Sep-09,233.09,235.23,230.77,235.23,-
11-Sep-09,234.96,236.41,233.58,235.83,-
14-Sep-09,235.02,238.16,234.79,237.32,-
15-Sep-09,237.3,239.22,236.12,238.53,-
16-Sep-09,239.66,244.44,239,243.9,-
17-Sep-09,245.04,248.44,243.33,245.61,-
18-Sep-09,248.14,248.24,245.37,245.48,-
21-Sep-09,243.63,249.2,242.87,248.25,-
22-Sep-09,250.21,250.74,248.66,249.28,-
23-Sep-09,250.14,253.25,248.61,248.98,-
24-Sep-09,249.98,250.45,246.25,248.14,-
25-Sep-09,246.9,249.72,245.75,245.99,-
28-Sep-09,247.17,250.5,246.4,249.02,-
29-Sep-09,249.52,249.63,246.26,249.02,-
30-Sep-09,249.75,249.82,243.38,247.68,-
01-Oct-09,246.25,247.99,243.26,243.36,-
02-Oct-09,241.63,245.62,241.06,242.05,-
05-Oct-09,243.58,245.97,241.43,244.02,-
06-Oct-09,245.6,249.44,245.6,249.12,-
07-Oct-09,249.25,259.24,248.66,258.51,-
08-Oct-09,259.53,261.36,256.41,256.83,-
09-Oct-09,258.07,260.49,256.99,257.87,-
12-Oct-09,261.45,262.62,259.4,261.76,-
13-Oct-09,261.93,263.47,260.43,262.79,-
14-Oct-09,265.96,267.52,264.74,267.39,-
15-Oct-09,266.61,268.18,263.37,264.69,-
16-Oct-09,273.39,277.1,271.99,274.65,-
19-Oct-09,276.07,276.52,274.09,275.77,-
20-Oct-09,275.54,276.2,270.08,275.58,-
21-Oct-09,274.68,279.4,274.23,275.27,-
22-Oct-09,274.72,277.22,273.73,276.77,-
23-Oct-09,277.35,278.67,275.32,276.57,-
26-Oct-09,277.6,280.54,275.17,276.83,-
27-Oct-09,275.21,277,271.81,273.87,-
28-Oct-09,273.66,274.72,268.86,269.88,-
29-Oct-09,271.23,275.64,270.23,275.25,-
30-Oct-09,274.72,274.81,266.85,267.79,-
02-Nov-09,268.27,269.46,263.86,266.73,-
03-Nov-09,264.74,268.48,263.89,268.38,-
04-Nov-09,270.13,272.48,267.94,269.89,-
05-Nov-09,271.47,274.61,271.06,274.05,-
06-Nov-09,273.59,275.61,272.48,275.27,-
09-Nov-09,277.45,281.01,276.84,280.97,-
10-Nov-09,281.08,284.11,280.72,283.1,-
11-Nov-09,284.95,286.46,282.65,284.99,-
12-Nov-09,284.5,286.16,282.47,283.64,-
13-Nov-09,284.36,285.97,283.02,285.74,-
16-Nov-09,287.21,288.21,286.1,287.85,-
17-Nov-09,287.15,288.46,286.57,288.46,-
18-Nov-09,288.04,289.1,285.75,288.04,-
19-Nov-09,286.6,286.71,284.72,286.21,-
20-Nov-09,284.46,285.51,284.42,284.7,-
23-Nov-09,287.96,293.01,287.64,290.88,-
24-Nov-09,290.96,291.85,287.98,291.25,-
25-Nov-09,292.91,293.24,291.05,292.58,-
27-Nov-09,285.71,290.94,285.2,289.59,-
30-Nov-09,290.02,291.54,288.27,291.21,-
01-Dec-09,293.77,295.31,291.21,294.64,-
02-Dec-09,295.19,296.21,292.82,293.46,-
03-Dec-09,294.23,295.43,292.21,292.58,-
04-Dec-09,296.21,297.12,289.3,292.21,-
07-Dec-09,291.82,294.05,290.21,292.83,-
08-Dec-09,291.46,295.03,290.71,293.23,-
09-Dec-09,293.46,294.37,291.5,294.22,-
10-Dec-09,294.92,297.06,294.91,295.45,-
11-Dec-09,297.04,297.08,293.57,294.96,-
14-Dec-09,297.32,298.36,296.01,297.57,-
15-Dec-09,296.35,297.89,295.2,296.27,-
16-Dec-09,299.16,299.88,298.02,298.58,-
17-Dec-09,297.92,298.52,296.58,296.67,-
18-Dec-09,297.72,299.17,297.2,297.91,-
21-Dec-09,298.68,299.62,297.54,299.04,-
22-Dec-09,300.37,300.45,299.13,300.26,-
23-Dec-09,301.45,306.13,301.12,305.53,-
24-Dec-09,306.16,309.45,305.83,308.93,-
28-Dec-09,310.52,312.68,308.93,311.12,-
29-Dec-09,312.06,312.11,308.84,309.39,-
30-Dec-09,308.94,311.05,308.7,311.05,-
31-Dec-09,312.06,312.39,309.68,309.68,-
04-Jan-10,313.16,314.44,311.81,313.06,-
05-Jan-10,313.28,313.61,310.46,311.68,-
06-Jan-10,312.62,312.62,302.88,303.83,-
07-Jan-10,304.4,304.7,296.03,296.75,-
08-Jan-10,295.7,301.32,294.26,300.71,-
11-Jan-10,301.93,301.93,296.72,300.25,-
12-Jan-10,298.74,298.78,293.71,294.94,-
13-Jan-10,287.96,293.9,286.66,293.25,-
14-Jan-10,291.66,296.8,291.11,294.63,-
15-Jan-10,295.5,296.48,288.73,289.71,-
19-Jan-10,290.45,294.91,287.86,293.52,-
20-Jan-10,292.7,292.7,287.36,289.91,-
21-Jan-10,291.43,293.12,285.84,291.2,-
22-Jan-10,281.97,285.01,267.16,274.73,-
25-Jan-10,273.02,274.66,267.49,269.73,-
26-Jan-10,268.72,274.53,267.88,270.94,-
27-Jan-10,270.36,273.55,267.39,270.78,-
28-Jan-10,271.97,273.23,265.03,266.88,-
29-Jan-10,268.98,270.22,262.54,264.71,-
01-Feb-10,267.03,267.64,264.88,266.24,-
02-Feb-10,267.21,267.21,263.54,265.29,-
03-Feb-10,264.07,270.78,263.85,270.14,-
04-Feb-10,268.23,268.73,262.52,263.13,-
05-Feb-10,263.94,266.48,260.97,265.38,-
08-Feb-10,265.98,270.73,265.5,266.47,-
09-Feb-10,269.5,270.49,267.27,267.95,-
10-Feb-10,266.77,268.63,263.58,266.96,-
11-Feb-10,265.86,269.97,264.49,267.93,-
12-Feb-10,266.22,268.31,264.98,266.29,-
16-Feb-10,268.3,271.79,266.88,270.38,-
17-Feb-10,270.73,271.43,268.54,268.83,-
18-Feb-10,268.5,272.23,267.8,271.34,-
19-Feb-10,270.23,271.74,269.58,270.11,-
22-Feb-10,273.4,273.48,270.23,271.13,-
23-Feb-10,271.23,271.54,265.88,267.27,-
24-Feb-10,266.93,268.95,264.99,265.47,-
25-Feb-10,263.3,263.98,259.74,262.95,-
26-Feb-10,263.45,265.61,261.48,263.14,-
01-Mar-10,264.34,266.38,263.61,266.08,-
02-Mar-10,267.47,272.56,267.24,270.26,-
03-Mar-10,270.91,273.79,269.36,272.39,-
04-Mar-10,272.98,277.79,272.83,277.02,-
05-Mar-10,280.39,283.55,279.67,281.82,-
08-Mar-10,282.11,282.31,280.22,280.96,-
09-Mar-10,279.65,282.05,277.97,279.81,-
10-Mar-10,281.6,288.96,280.82,287.94,-
11-Mar-10,286.84,292.81,286.81,290.28,-
12-Mar-10,293.78,293.84,289.29,289.48,-
15-Mar-10,283.06,284.44,277.72,281.31,-
16-Mar-10,280.63,283.93,280.1,282.32,-
17-Mar-10,283.87,285.44,281.84,282.5,-
18-Mar-10,282.08,283.94,281.2,282.92,-
19-Mar-10,282.83,283.72,278.36,279.72,-
22-Mar-10,277.78,283.14,276.86,278.47,-
23-Mar-10,278.24,278.88,270.73,274.23,-
24-Mar-10,272.48,279.64,269.58,278.39,-
25-Mar-10,279.23,285.71,279.05,281.16,-
26-Mar-10,282.35,283.41,279.73,281.06,-
29-Mar-10,281.22,282.08,280,280.94,-
30-Mar-10,281.13,283.53,279.86,283.07,-
31-Mar-10,282.24,284.59,281.12,283.28,-
05-Apr-10,285.16,287.15,284.22,285.22,-
06-Apr-10,284.45,285.16,282.42,283.83,-
07-Apr-10,283.37,284.09,280.65,281.49,-
08-Apr-10,281.38,284.64,279.74,283.46,-
09-Apr-10,283.72,284.1,281.72,282.83,-
12-Apr-10,283.39,286.71,282.83,286.08,-
13-Apr-10,285.98,294.15,285.28,293.09,-
14-Apr-10,294.73,295.87,291.71,294.21,-
15-Apr-10,295.79,298.62,293.85,297.35,-
16-Apr-10,281.22,284.12,274.54,274.8,-
19-Apr-10,274.1,276.72,272.23,274.77,-
20-Apr-10,276.81,279.55,275.25,277.24,-
21-Apr-10,277.95,279.84,275.8,276.87,-
22-Apr-10,275.72,275.97,271.4,273.26,-
23-Apr-10,273.35,274.39,270.86,272.22,-
26-Apr-10,272.21,272.22,264.34,265.55,-
27-Apr-10,264.21,268.9,263.35,264.26,-
28-Apr-10,265.78,267.15,260.25,264.33,-
29-Apr-10,266.42,267.98,263.07,265.73,-
30-Apr-10,265.3,268.57,262.46,262.58,-
03-May-10,262.99,266.19,262.28,265.03,-
04-May-10,263,263.11,251.85,252.93,-
05-May-10,250.24,257.6,249.98,254.63,-
06-May-10,254.12,258.5,229.77,249.09,-
07-May-10,249.74,252.41,240.42,246.32,-
10-May-10,256.73,261.15,256.04,260.56,-
11-May-10,257.58,259.68,253.86,254.27,-
12-May-10,255.76,255.76,250.75,252.44,-
13-May-10,257.99,260.74,254.93,255.18,-
14-May-10,254.63,255.24,247.88,253.51,-
17-May-10,253.14,253.93,248.93,253.73,-
18-May-10,254.74,255.23,248.29,248.94,-
19-May-10,247.88,249.47,243.63,246.97,-
20-May-10,242.29,242.55,236.66,237.27,-
21-May-10,234.3,242.26,231.97,235.79,-
24-May-10,240.12,244.65,238.16,238.34,-
25-May-10,233.84,238.49,231.77,238.3,-
26-May-10,240.79,244.64,237.26,237.5,-
27-May-10,242.19,245.91,240.28,244.98,-
28-May-10,246.12,246.48,241.26,242.57,-
01-Jun-10,239.97,245.28,239.82,240.94,-
02-Jun-10,243.1,246.69,240.49,246.44,-
03-Jun-10,247.31,253.75,247.1,252.55,-
04-Jun-10,249.61,254.37,248.1,249.11,-
07-Jun-10,249.28,250.2,241.33,242.52,-
08-Jun-10,243.68,244.18,238.53,242.15,-
09-Jun-10,243.37,244.2,235.76,236.77,-
10-Jun-10,239.94,244.01,237.68,243.26,-
11-Jun-10,241.01,244.11,240.57,244.01,-
14-Jun-10,246.99,247,241.35,241.35,-
15-Jun-10,241.3,249.95,240.85,248.75,-
16-Jun-10,247.84,251.75,247.81,250.38,-
17-Jun-10,251.47,252.68,248.1,249.79,-
18-Jun-10,251,251.48,248.82,249.76,-
21-Jun-10,249.7,250.23,242.2,244.04,-
22-Jun-10,244.71,248.05,242.62,242.88,-
23-Jun-10,243.2,243.2,238.84,240.78,-
24-Jun-10,239.59,241.13,236.39,237.31,-
25-Jun-10,238.29,238.58,235.04,236.1,-
28-Jun-10,236.06,238.54,234.27,235.8,-
29-Jun-10,231.49,232.04,225.33,226.9,-
30-Jun-10,227.25,228.69,222.14,222.25,-
01-Jul-10,222.42,223.98,216.6,219.53,-
02-Jul-10,220.59,220.92,217.78,218.06,-
06-Jul-10,221.78,223.61,216.6,217.82,-
07-Jul-10,218.94,225.42,217.47,224.87,-
08-Jul-10,226.55,228.44,224.61,228.05,-
09-Jul-10,235.74,236.39,231.16,233.51,-
12-Jul-10,235.95,239.48,235.3,237.68,-
13-Jul-10,240.88,246.25,239.9,244.36,-
14-Jul-10,244.7,246.67,242.99,245.42,-
15-Jul-10,245.62,247.1,241.1,246.76,-
16-Jul-10,234.32,235.04,229.53,229.57,-
19-Jul-10,230.27,234.59,228.53,232.86,-
20-Jul-10,230.28,241.25,230.07,240.55,-
21-Jul-10,241.76,242.61,237.48,238.51,-
22-Jul-10,241.37,244.25,241,242.16,-
23-Jul-10,240.14,245.05,239.76,244.78,-
26-Jul-10,244.3,245.13,242.2,244.24,-
27-Jul-10,245.04,248.5,244.84,246.07,-
28-Jul-10,247.22,247.38,241.09,241.93,-
29-Jul-10,242.73,244.2,239.43,242.25,-
30-Jul-10,239.59,243.44,239.33,242.18,-
02-Aug-10,244.25,246.39,243.23,244.96,-
03-Aug-10,245,245.98,243.14,244.67,-
04-Aug-10,245.84,253.25,245.28,252.91,-
05-Aug-10,252.69,254.05,251.53,253.8,-
06-Aug-10,252.45,252.62,247.78,249.86,-
09-Aug-10,250.87,252.5,250.43,252.42,-
10-Aug-10,250.92,252.75,249.04,251.6,-
11-Aug-10,248.62,248.75,245.5,245.62,-
12-Aug-10,241.73,247.13,241.01,245.76,-
13-Aug-10,244.26,245.35,242.76,242.93,-
16-Aug-10,241.6,244.69,240.01,242.55,-
17-Aug-10,244.02,247.1,242.77,245.01,-
18-Aug-10,244.97,245.19,240.53,240.83,-
19-Aug-10,240.26,241.01,233.39,233.75,-
20-Aug-10,233.75,235.56,230.28,230.78,-
23-Aug-10,230.52,233.89,228.64,231.8,-
24-Aug-10,228.62,228.96,225.23,225.47,-
25-Aug-10,224.78,228.68,224.78,227.08,-
26-Aug-10,227.8,228.4,224.99,225.26,-
27-Aug-10,226.05,229.77,223.6,229.19,-
30-Aug-10,229.34,229.65,225.98,226.12,-
31-Aug-10,224.83,227.21,223.78,224.78,-
01-Sep-10,227.26,232.24,226.02,229.94,-
02-Sep-10,231.19,231.98,229.92,231.36,-
03-Sep-10,235.02,235.7,233.49,234.91,-
07-Sep-10,232.02,233.56,231.28,231.97,-
08-Sep-10,232.36,236.01,232.02,235.05,-
09-Sep-10,238.68,239.96,235.05,237.85,-
10-Sep-10,239.27,239.66,237.3,237.83,-
13-Sep-10,240.21,241.93,239.53,240.89,-
14-Sep-10,240.76,242.13,239.8,239.97,-
15-Sep-10,239.74,240.7,239.01,240.08,-
16-Sep-10,239.74,240.98,239.47,240.29,-
17-Sep-10,241.63,245.35,240.35,244.83,-
20-Sep-10,246,254.95,245.78,253.89,-
21-Sep-10,254.59,259.73,254.2,256.47,-
22-Sep-10,256.17,258.63,255.58,257.74,-
23-Sep-10,257.05,259.58,255.39,256.48,-
24-Sep-10,260.61,263.65,258.87,263.38,-
27-Sep-10,264.16,268.16,264.16,264.94,-
28-Sep-10,266.47,266.53,258.97,263.32,-
29-Sep-10,263.66,266.2,262.09,263.58,-
30-Sep-10,264.32,265.67,259.2,262.63,-
01-Oct-10,264.74,265.04,261.24,262.55,-
04-Oct-10,262.21,263.86,259.17,260.91,-
05-Oct-10,263.93,269.73,263.01,268.85,-
06-Oct-10,269.36,269.7,264.71,266.91,-
07-Oct-10,267.84,268.33,264.31,264.74,-
08-Oct-10,266.12,268.53,263.55,267.91,-
11-Oct-10,268.97,272.03,268.32,269.15,-
12-Oct-10,269.79,272.72,268.63,270.42,-
13-Oct-10,273.23,273.47,270.89,271.38,-
14-Oct-10,271.82,272.35,268.29,270.19,-
15-Oct-10,299.34,300.52,295.5,300.42,-
18-Oct-10,299.97,309.54,299.97,308.55,-
19-Oct-10,304.12,307.1,301.13,303.61,-
20-Oct-10,303.77,308.38,303.45,303.69,-
21-Oct-10,305.45,307.69,302.7,305.69,-
22-Oct-10,305.65,307.1,304.72,305.96,-
25-Oct-10,307.49,312.06,307.18,307.94,-
26-Oct-10,306.24,310.3,305.21,308.99,-
27-Oct-10,307.58,309.69,305.86,307.93,-
28-Oct-10,309.71,310.19,306.34,308.98,-
29-Oct-10,308.23,309.19,306.19,306.54,-
01-Nov-10,307.56,310.02,305.3,307.19,-
02-Nov-10,309.03,309.69,306.98,307.49,-
03-Nov-10,308.44,310.6,306.44,309.78,-
04-Nov-10,312.01,314.65,310.74,311.82,-
05-Nov-10,311.28,312.43,310.24,312.23,-
08-Nov-10,311.7,314.43,311.25,313.07,-
09-Nov-10,314.68,315.11,309.94,312.1,-
10-Nov-10,310.73,311.19,308.45,311.13,-
11-Nov-10,309.54,309.62,306.8,308.29,-
12-Nov-10,306.69,308.14,300.3,301.34,-
15-Nov-10,301.24,301.7,296.73,297.44,-
16-Nov-10,296.08,298.65,291.43,291.57,-
17-Nov-10,292.21,294.46,290.39,291.48,-
18-Nov-10,294.21,299.69,293.99,297.98,-
19-Nov-10,298.2,298.65,294.87,295.12,-
22-Nov-10,293.44,296.42,291.08,295.31,-
23-Nov-10,293.21,294.21,288.81,291.21,-
24-Nov-10,293.36,298,293.23,297.19,-
26-Nov-10,294.93,296.19,293.21,294.7,-
29-Nov-10,294.29,294.61,289.69,290.76,-
30-Nov-10,286.87,286.87,276.38,277.58,-
01-Dec-10,281.22,285.5,280.92,281.89,-
02-Dec-10,284.05,286.38,282.39,285.62,-
03-Dec-10,284.44,287.95,283.72,286.21,-
06-Dec-10,289.99,290.71,288.02,288.89,-
07-Dec-10,295.34,296.2,292.71,293.28,-
08-Dec-10,295.69,295.96,291.55,294.97,-
09-Dec-10,296.64,297.49,294.21,295.45,-
10-Dec-10,296.27,296.7,294.85,295.81,-
13-Dec-10,298.26,301.2,296.75,297.01,-
14-Dec-10,298.25,298.85,295.94,297.16,-
15-Dec-10,296.8,297.93,294.28,294.85,-
16-Dec-10,296.13,296.59,293.74,295.56,-
17-Dec-10,295.2,295.98,293.54,295.1,-
20-Dec-10,297.03,298.64,294.03,297.23,-
21-Dec-10,298.99,302.06,298.51,301.23,-
22-Dec-10,301.7,303.2,301.34,302.44,-
23-Dec-10,302.37,302.7,300.71,301.81,-
27-Dec-10,301.07,301.59,299.45,300.89,-
28-Dec-10,300.72,301.63,298.71,299.16,-
29-Dec-10,300.7,300.9,299.16,300.2,-
30-Dec-10,298.7,300.37,298.4,299.13,-
31-Dec-10,298.07,298.91,295.72,296.69,-
03-Jan-11,297.94,302.49,297.94,301.87,-
04-Jan-11,302.51,302.79,299.76,300.76,-
05-Jan-11,299.73,304.86,299.72,304.23,-
06-Jan-11,305.03,308.91,304.72,306.44,-
07-Jan-11,307.65,308.82,304.76,307.91,-
10-Jan-11,307.09,307.39,303.98,306.8,-
11-Jan-11,308.55,309.09,306.94,307.7,-
12-Jan-11,309.37,309.37,307.08,308.13,-
13-Jan-11,308.18,309.53,306.77,308.04,-
14-Jan-11,308.39,311.82,308.23,311.78,-
18-Jan-11,312.72,320.67,312.32,319.5,-
19-Jan-11,320.74,321.16,314.52,315.56,-
20-Jan-11,315.79,316.72,311.33,313.07,-
21-Jan-11,319.47,320.54,305.37,305.61,-
24-Jan-11,303.48,305.94,300.31,305.23,-
25-Jan-11,303.8,310.03,302.96,309.65,-
26-Jan-11,309.85,310.93,307.33,307.94,-
27-Jan-11,308.64,309.54,306.32,308.09,-
28-Jan-11,309.23,309.87,299.58,300.19,-
31-Jan-11,301.5,301.93,297.48,299.88,-
01-Feb-11,301.94,306.37,301.25,305.21,-
02-Feb-11,305.19,306.86,303.46,305.69,-
03-Feb-11,304.44,305.42,302.76,304.77,-
04-Feb-11,304.77,305.42,303,305.18,-
07-Feb-11,304.78,308.89,304.3,306.84,-
08-Feb-11,307.16,309.5,306.95,308.88,-
